hotelcode,hotelname,regional_head,contractmanager,city,Booking_Month,Booking_Date,bookings,RNs,RNsAAlogic,RNsAAlogicwithmax,RNsAAlogicwithroom1,GMV,PTHwithTAX,bookingvendor_id
1000020030,Fateh Safari Resort by Fateh Collection,vikas.sharma,divya.francis,Kumbhalgarh,6,2022-06-08,1,2,35.0,35,35,11047.88,9272.320677966101,14
1000011415,Grand Chaithram KTDC,dinesh.babu,ajith.antony,Thiruvananthapuram,6,2022-06-09,4,4,352.0,352,352,10612.0,8432.745762711864,14
1000002104,Hotel Sonar Bangla,vikas.sharma,sahil.chawla2@go-mmt.com,Darjeeling,7,2022-07-08,1,3,78.0,78,78,16632.0,13959.0,24
1000003571,The Serai Chikmagalur,vikram.challur,Vaibhav.Gupta2@go-mmt.com,Chikmagalur,6,2022-06-04,1,2,60.0,60,60,76700.0,63700.0,24
1000003571,The Serai Chikmagalur,vikram.challur,Vaibhav.Gupta2@go-mmt.com,Chikmagalur,6,2022-06-09,1,1,30.0,30,30,26343.5,21878.5,24
1000344328,Global Village Luxury Resorts,vikram.challur,Gururaj.chandu@go-mmt.com,Chikmagalur,7,2022-07-05,2,5,0.0,5,3,43996.0,35196.79661016949,24
1000000546,Sinclairs Darjeeling,vikas.sharma,sahil.chawla2@go-mmt.com,Darjeeling,6,2022-06-06,1,4,180.0,180,180,28224.0,23688.0,24
1000020030,Fateh Safari Resort by Fateh Collection,vikas.sharma,divya.francis,Kumbhalgarh,6,2022-06-25,1,2,35.0,35,35,9251.62,7764.755593220339,24
1000002549,"VITS, Aurangabad",vikram.challur,parth.desai_mmt7586,Aurangabad,6,2022-06-10,1,2,192.0,192,192,6829.76,5732.11593220339,14
1000080928,The Guwahati Address (by Centre Point Group),vikas.sharma,sahil.chawla2@go-mmt.com,Guwahati,6,2022-06-01,1,1,14.0,14,14,5600.0,4700.0,24
1000003031,JAGJEETS HOTEL PRADHAN,sourav.dutta,sahil.chawla2@go-mmt.com,Darjeeling,6,2022-06-01,1,1,16.0,16,16,5866.56,4818.958305084746,14
1000006430,Oakwood Residence Prestige Whitefield,vikram.challur,Gururaj.chandu@go-mmt.com,Bengaluru,6,2022-06-26,1,1,143.0,143,143,8173.76,7079.056610169491,24
1000002507,Central Heritage Resort and Spa,vikas.sharma,sahil.chawla2@go-mmt.com,Darjeeling,6,2022-06-19,2,4,196.0,196,196,24746.260000000002,20769.17525423729,24
1000002676,Treat Resort,vikram.challur,vinesh.redkar,Silvassa,6,2022-06-03,1,1,140.0,140,140,12980.0,11360.0,14
1000323883,Hotel Polo Towers,vikas.sharma,sahil.chawla2@go-mmt.com,Agartala,7,2022-07-11,11,12,0.0,12,12,57778.56,48492.69559322034,24
1000003571,The Serai Chikmagalur,vikram.challur,Vaibhav.Gupta2@go-mmt.com,Chikmagalur,6,2022-06-28,2,2,60.0,60,60,57348.0,48348.0,24
1000000375,Deshadan Backwater Resort,vikram.challur,Rohith.Thampi@go-mmt.com,Alleppey,7,2022-07-03,1,2,46.0,46,46,11704.0,9614.0,14
1000003360,The Residency Towers,vikram.challur,Ponnuvelraj.C@go-mmt.com,Chennai,7,2022-07-04,6,17,2262.0,2262,2262,127568.93,107694.89610169492,24
1000296746,Bundela Bandhavgarh by Octave,vikram.challur,faraz.shaikh,Bandhavgarh,6,2022-06-30,1,2,0.0,2,1,8344.0,7003.0,24
1000221390,New Mandala (Golden Spa Resort),sourav.dutta,sahil.chawla2@go-mmt.com,Darjeeling,6,2022-06-08,1,1,0.0,1,1,3810.24,3129.8416949152543,14
1000003174,Hotel Aroma,sourav.dutta,sahil.chawla2@go-mmt.com,Guwahati,7,2022-07-02,1,1,53.0,53,53,600.0,480.0,24
1000194691,"MPT Bison Resort, Madhai",vikram.challur,faraz.shaikh,Hoshangabad,7,2022-07-02,1,1,0.0,1,1,5476.8,4743.3,24
1000110225,SinQ Edge,vikram.challur,anamika.verma,Goa,6,2022-06-07,4,5,245.0,245,245,15422.399999999998,12255.298305084745,14
1000352787,Clarks Collection Epicure,vikram.challur,parth.desai_mmt7586,Dehradun,6,2022-06-28,3,4,0.0,4,4,13885.2,11777.63220338983,14
1000006923,Pragati Manor,sourav.dutta,sahil.chawla2@go-mmt.com,Guwahati,7,2022-07-10,3,3,120.0,120,120,14727.08,12360.232542372882,24
1000000955,Summit Barsana Resort & Spa,vikas.sharma,sahil.chawla2@go-mmt.com,Kalimpong,6,2022-06-10,1,2,48.0,48,48,11871.82,9963.853898305084,14
1000019036,Octave Himalaya Monarch,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,6,2022-06-12,6,12,744.0,744,744,17236.8,14466.588135593218,14
1000119085,LE COXY RESORT,sourav.dutta,sahil.chawla2@go-mmt.com,Lachung,6,2022-06-12,1,2,20.0,20,20,8756.38,7192.73593220339,24
1000300186,Summit Jungle Lodge,vikas.sharma,ankur.chamoli,Lansdowne,6,2022-06-12,1,1,0.0,1,1,4755.44,3906.2535593220337,14
1000165812,The Denzong Shangrila Hotel & Spa,sourav.dutta,sahil.chawla2@go-mmt.com,Gangtok,6,2022-06-30,1,3,87.0,87,87,14483.46,12155.756610169492,24
1000084208,Hotel Golden Dolma ,sourav.dutta,sahil.chawla2@go-mmt.com,Darjeeling,6,2022-06-13,1,1,20.0,20,20,2882.88,2368.0833898305086,24
1000032374,"Hotel Le Roi, Haridwar @ Har Ki Pauri Road",vikas.sharma,ankur.chamoli,Haridwar,6,2022-06-06,12,16,1248.0,1248,1248,68540.58,54465.28338983051,14
1000045426,KSTDC Hotel Mayura Durg,ajay.madhusudan,ingo_supply_manager@go-mmt.com,Chitradurga,6,2022-06-04,2,2,20.0,20,20,6069.280000000001,5256.432542372881,24
1000239543,Cygnett Resort Mountain Breeze,vikas.sharma,ankur.chamoli,Nainital,6,2022-06-30,4,5,0.0,5,4,24640.0,19580.0,24
1000141995,Octave Hotel Double Rd,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,7,2022-07-02,3,5,310.0,310,310,11088.0,9306.0,14
1000108844,"VITS Sagar Plaza, Pune Chakan",vikram.challur,parth.desai_mmt7586,Pune,7,2022-07-04,1,1,32.0,32,32,2354.73,1934.2469491525424,24
1000044218,Narain Niwas Palace - A Luxury Heritage Hotel,vikas.sharma,divya.francis,Jaipur,7,2022-07-01,2,2,74.0,74,74,14873.6,12881.6,24
1000013847,Hotel Green Valley,sourav.dutta,sahil.chawla2@go-mmt.com,Guwahati,6,2022-06-29,2,2,38.0,38,38,3200.0,2592.0,24
1000013847,Hotel Green Valley,sourav.dutta,sahil.chawla2@go-mmt.com,Guwahati,6,2022-06-28,3,5,95.0,95,95,7700.0,6238.0,24
1000052798,Yangthang Heritage,sourav.dutta,sahil.chawla2@go-mmt.com,Gangtok,7,2022-07-07,1,2,147.0,147,147,11733.12,9847.442033898305,24
1000002098,Hotel Sonar Bangla,vikas.sharma,ingo_supply_manager@go-mmt.com,Mandarmani,6,2022-06-16,2,3,261.0,261,261,20815.2,17469.903389830506,14
1000105384,Hotel SPS Inn by ShriGo Hotels,vikas.sharma,faraz.shaikh,Rewa,6,2022-06-03,1,1,36.0,36,36,2242.05,1841.685593220339,24
1000000071,The Orchid Hotel Mumbai Vile Parle,vikram.challur,parth.desai_mmt7586,Mumbai,6,2022-06-29,3,3,1116.0,1116,1116,20661.57,17106.98525423729,14
1000000071,The Orchid Hotel Mumbai Vile Parle,vikram.challur,parth.desai_mmt7586,Mumbai,6,2022-06-01,9,12,4092.0,4092,4092,135964.75999999998,114998.48033898306,24
1000324054,Le ROI Floating Huts & Eco Rooms,vikas.sharma,ankur.chamoli,Tehri,6,2022-06-01,2,4,0.0,4,2,83426.0,69286.0,24
1000325990,Octave Loharkar Family Hotel,vikram.challur,ankit.anish@go-mmt.com,Nagpur,6,2022-06-01,2,4,0.0,4,4,7261.24,5964.587457627119,14
1000004886,Celestia Suites-Leonia Holistic Destination,vikram.challur,Subhankar.Mazumdar@go-mmt.com,Hyderabad,6,2022-06-11,3,5,210.0,210,210,46256.0,38822.0,24
1000223165,Hotel Country Inn Vrindavan,vikas.sharma,krishan.singh2@go-mmt.com,Vrindavan,6,2022-06-05,2,6,0.0,6,3,14515.2,11923.2,24
1000009731,Ananta Spa & Resort,vikas.sharma,divya.francis,Pushkar,6,2022-06-10,4,7,360.0,360,360,50234.48,42265.208813559315,24
1000001840,The Hotel Hindusthan International,vikas.sharma,faraz.shaikh,Pune,6,2022-06-12,21,30,1456.0,1456,1456,129266.88000000002,108491.96474576271,24
1000059992,Zibe - Coimbatore by GRT Hotels,vikram.challur,Ponnuvelraj.C@go-mmt.com,Coimbatore,6,2022-06-12,5,11,504.0,504,504,35704.8,30067.19830508475,24
1000000071,The Orchid Hotel Mumbai Vile Parle,vikram.challur,parth.desai_mmt7586,Mumbai,7,2022-07-12,48,76,26412.0,26412,26412,461812.34,382661.5518644069,24
1000000071,The Orchid Hotel Mumbai Vile Parle,vikram.challur,parth.desai_mmt7586,Mumbai,7,2022-07-12,1,2,744.0,744,744,15781.73,13046.001186440677,30
1000254116,Rufina Lachen Deezong,sourav.dutta,sahil.chawla2@go-mmt.com,Lachen,6,2022-06-03,1,2,0.0,2,1,13185.08,10830.596949152543,14
1000004886,Celestia Suites-Leonia Holistic Destination,vikram.challur,Subhankar.Mazumdar@go-mmt.com,Hyderabad,6,2022-06-17,3,3,210.0,210,210,28320.0,24000.0,24
1000270446,Mangifera,vikram.challur,Gururaj.chandu@go-mmt.com,Bandipur,6,2022-06-16,1,2,0.0,2,2,21280.0,17860.0,24
1000195154,Octave Nest Inn,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,7,2022-07-10,1,1,0.0,1,1,1637.75,1374.5381355932204,24
1000150853,Amritara Aura Spa Retreat,vikas.sharma,anamika.verma,Goa,6,2022-06-20,1,6,18.0,18,18,33509.36,27525.537966101696,24
1000007246,Amritara Chandra Mahal Haveli,vikas.sharma,divya.francis,Bharatpur,6,2022-06-07,1,6,12.0,12,12,13037.02,10983.50305084746,24
1000001840,The Hotel Hindusthan International,vikas.sharma,faraz.shaikh,Pune,7,2022-07-07,1,1,52.0,52,52,4471.75,3753.080508474576,14
1000226647,GenX Mirzapur,vikram.challur,parth.desai_mmt7586,Mirzapur,6,2022-06-27,1,1,23.0,23,23,1774.08,1504.8003389830508,24
1000324054,Le ROI Floating Huts & Eco Rooms,vikas.sharma,ankur.chamoli,Tehri,6,2022-06-27,2,2,0.0,2,2,36532.8,30340.8,24
1000270446,Mangifera,vikram.challur,Gururaj.chandu@go-mmt.com,Bandipur,7,2022-07-01,2,3,0.0,3,3,27916.0,23429.5,24
1000001622,Coraltree By Goldfinch Hotels,ajay.madhusudan,ankit.anish@go-mmt.com,Bengaluru,7,2022-07-02,3,17,850.0,850,850,30978.83,26000.05881355932,14
1000008213,Dodas Palace by ShriGo Hotels,vikas.sharma,divya.francis,Jaipur,7,2022-07-02,1,1,,1,1,2192.96,1899.2566101694915,24
1000004059,The Royal Court Ananta Express Bhimtal,vikas.sharma,ankur.chamoli,Nainital,6,2022-06-28,1,6,150.0,150,150,30572.64,25113.241694915254,24
1000004949,"Le ROI, Delhi@ New Delhi Railway Station",vikas.sharma,rittika.kathpalia,Delhi,6,2022-06-24,4,9,324.0,324,324,21763.71,17294.40491525424,14
1000001622,Coraltree By Goldfinch Hotels,ajay.madhusudan,ankit.anish@go-mmt.com,Bengaluru,7,2022-07-01,3,3,150.0,150,150,5339.370000000001,4481.259830508475,14
1000001905,Grand Chennai by GRT Hotels,vikram.challur,Ponnuvelraj.C@go-mmt.com,Chennai,7,2022-07-05,3,9,1215.0,1215,1215,52365.6,43949.69322033898,24
1000230120,Shilhaandara,vikram.challur,Subhankar.Mazumdar@go-mmt.com,Ramanagaram,6,2022-06-14,2,4,0.0,4,3,42732.0,35352.0,14
1000044416,Click Hotel  Bhuj,vikram.challur,parth.desai_mmt7586,Bhuj,6,2022-06-27,2,2,48.0,48,48,3192.0,2707.5,24
1000265757,Lilac Hotel 5th Block,vikram.challur,Vaibhav.Gupta2@go-mmt.com,Bengaluru,6,2022-06-23,4,4,0.0,4,4,15916.630000000001,13074.375762711865,24
1000000033,Umaid Mahal - A Heritage Style Boutique Hotel,vikas.sharma,divya.francis,Jaipur,6,2022-06-07,1,2,35.0,35,35,4284.0,3595.5,14
1000000033,Umaid Mahal - A Heritage Style Boutique Hotel,vikas.sharma,divya.francis,Jaipur,6,2022-06-04,3,5,175.0,175,175,14137.2,11865.149152542373,14
1000016560,Suba Elite,vikram.challur,parth.desai_mmt7586,Vadodara,6,2022-06-03,3,5,200.0,200,200,12418.56,10533.602372881356,24
1000000033,Umaid Mahal - A Heritage Style Boutique Hotel,vikas.sharma,divya.francis,Jaipur,6,2022-06-24,3,5,140.0,140,140,18169.67,15249.542881355934,24
1000373086,Cygnett Park BL Jaipur,vikas.sharma,divya.francis,Jaipur,6,2022-06-12,1,2,0.0,2,2,6328.0,5198.0,24
1000005373,Old Goa Residency,vikram.challur,anamika.verma,Goa,6,2022-06-21,1,1,45.0,45,45,1379.84,1133.4416949152542,24
1000046318,Summit By The Ganges Beach Resort & Spa,vikas.sharma,ingo_supply_manager@go-mmt.com,Rishikesh,6,2022-06-17,1,2,42.0,42,42,22493.36,19062.173559322036,14
1000208269,The Roseate Ganges,vikas.sharma,ankur.chamoli,Rishikesh,6,2022-06-22,4,12,0.0,12,7,358831.31,298012.4540677966,24
1000350641,MTDC Velneshwar,tahir.khatri,shino.baby@go-mmt.com,Guhagar,6,2022-06-04,1,3,0.0,3,1,6496.0,5626.0,24
1000351000,MTDC Grape Park,tahir.khatri,shino.baby@go-mmt.com,Nashik,6,2022-06-01,2,2,0.0,2,2,7952.0,6887.0,24
1000350637,MTDC Ganpatipule,tahir.khatri,shino.baby@go-mmt.com,Ganpatipule,6,2022-06-01,2,3,0.0,3,3,10080.0,8730.0,14
1000005795,"MPT Amaltas, Pachmarhi",vikram.challur,faraz.shaikh,pachmarhi,6,2022-06-08,1,1,,1,1,6316.8,5470.8,24
1000058228,"MPT Tapti Retreat, Burhanpur",vikram.challur,faraz.shaikh,Burhanpur,6,2022-06-07,1,1,11.0,11,11,2005.92,1737.2674576271188,24
1000010637,7 Apple Hotel Pimpri Pune,tahir.khatri,ingo_supply_manager@go-mmt.com,Pune,7,2022-07-04,1,1,64.0,64,64,2973.6,2495.701694915254,14
1000379566,7 Apple Hotel Mahape,tahir.khatri,ingo_supply_manager@go-mmt.com,Navi Mumbai,6,2022-06-22,4,6,0.0,6,6,22459.26,18448.68372881356,14
1000114411,Octave Paris Residency,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,6,2022-06-02,1,1,,1,1,2632.0,2162.0,14
1000045376,KSTDC Hotel Mayura Gerusoppa Jogfalls,ajay.madhusudan,ingo_supply_manager@go-mmt.com,Shimoga,7,2022-07-10,1,2,12.0,12,12,7302.4,6324.4,14
1000190979,Udaan Clover Hotel Banquet & Spa (Pure Vegetarian),vikas.sharma,sahil.chawla2@go-mmt.com,Siliguri,6,2022-06-01,6,8,0.0,8,7,25099.200000000004,19944.886440677965,24
1000013481,"Le ROI, Udaipur @Udaipur City Railway Station",vikas.sharma,divya.francis,Udaipur,6,2022-06-13,3,4,296.0,296,296,8526.61,6775.626949152542,14
1000057830,"MPT Tourist Village, Shivpuri",vikram.challur,faraz.shaikh,Shivpuri,7,2022-07-03,3,3,63.0,63,63,14414.400000000001,12483.900000000001,24
1000013481,"Le ROI, Udaipur @Udaipur City Railway Station",vikas.sharma,divya.francis,Udaipur,6,2022-06-02,5,6,444.0,444,444,12881.93,10236.557118644067,14
1000016092,Heritage Resort Hampi,vikram.challur,Gururaj.chandu@go-mmt.com,Hampi,6,2022-06-14,1,3,120.0,120,120,23181.0,19041.51694915254,14
1000001910,Regency Tuticorin by GRT Hotels,vikram.challur,Ponnuvelraj.C@go-mmt.com,Tuticorin,7,2022-07-12,1,2,102.0,102,102,8467.2,7106.403389830509,24
1000268466,Summit Khangri Karpo Retreat & Spa,vikas.sharma,sahil.chawla2@go-mmt.com,Lachung,6,2022-06-27,1,2,0.0,2,2,33272.52,27633.113220338983,24
1000013857,The Classic Hotel,sourav.dutta,sahil.chawla2@go-mmt.com,Imphal,6,2022-06-07,1,1,55.0,55,55,2449.44,2055.7789830508473,14
1000379566,7 Apple Hotel Mahape,tahir.khatri,ingo_supply_manager@go-mmt.com,Navi Mumbai,6,2022-06-02,4,8,0.0,8,8,27710.92,22762.538644067798,24
1000015944,Hotel Sonar Bangla,vikas.sharma,ingo_supply_manager@go-mmt.com,Kolaghat,6,2022-06-07,2,3,104.0,104,104,20664.0,17343.0,24
1000124299,Tree of Life Resorts & Spa,vikas.sharma,ravindra.shekhawat,Varanasi,6,2022-06-04,1,2,36.0,36,36,14560.0,11960.0,24
1000001097,"Mayfair Palm Beach Resort, Gopalpur-on-sea",vikas.sharma,jagannath.dasgupta@go-mmt.com,Gopalpur,6,2022-06-17,2,4,180.0,180,180,69266.0,61700.0,24
1000001071,Mayfair Convention,vikas.sharma,jagannath.dasgupta@go-mmt.com,Bhubaneswar,6,2022-06-28,1,2,40.0,40,40,12040.0,10105.0,24
1000008949,Jaypee Residency Manor,vikas.sharma,ankur.chamoli,Mussoorie,6,2022-06-09,2,8,540.0,540,540,201086.16,175524.3633898305,24
1000387331,Click Hotel Guwahati,vikram.challur,parth.desai_mmt7586,Guwahati,6,2022-06-26,1,2,0.0,2,1,3421.6,2810.6,14
1000134612,Mystic orchid Retreat,sourav.dutta,sahil.chawla2@go-mmt.com,Kalimpong,7,2022-07-11,2,4,30.0,30,30,4339.0,3522.5254237288136,24
1000001097,"Mayfair Palm Beach Resort, Gopalpur-on-sea",vikas.sharma,jagannath.dasgupta@go-mmt.com,Gopalpur,6,2022-06-27,1,1,45.0,45,45,11800.0,10000.0,14
1000038936,Delight Royal Lachen,sourav.dutta,sahil.chawla2@go-mmt.com,Lachen,6,2022-06-28,1,1,11.0,11,11,2055.18,1688.1799999999998,24
1000104043,Udaan Alpine Resort (Valley View),vikas.sharma,sahil.chawla2@go-mmt.com,Gangtok,7,2022-07-03,2,15,39.0,39,39,46569.600000000006,38253.6,14
1000165436,Octave Plaza Hotel,vikram.challur,ankit.anish@go-mmt.com,Bengaluru,6,2022-06-13,2,4,0.0,4,4,5241.6,4399.201694915254,24
1000008759,River Tern Lodge by Jungle Lodges,ajay.madhusudan,ankit.anish@go-mmt.com,Chikmagalur,6,2022-06-19,1,2,46.0,46,46,43981.67,39508.958135593224,24
1000246774,"7 Apple Hotel - Viman Nagar, Pune",tahir.khatri,ingo_supply_manager@go-mmt.com,Pune,7,2022-07-07,2,3,0.0,3,2,15417.36,12939.56338983051,24
1000207687,Abad Brookside,vikram.challur,Rohith.Thampi@go-mmt.com,Wayanad,7,2022-07-02,2,7,0.0,7,5,47880.0,39330.0,24
1000246774,"7 Apple Hotel - Viman Nagar, Pune",tahir.khatri,ingo_supply_manager@go-mmt.com,Pune,6,2022-06-11,5,12,0.0,12,12,63433.44,53238.770508474576,24
1000363302,"Tree of Life Darbargadh, Dared",vikas.sharma,ingo_supply_manager@go-mmt.com,Valabhipur,6,2022-06-09,1,1,0.0,1,1,7745.47,6362.351355932204,24
1000000611,Heritage Resort Coorg,vikram.challur,Gururaj.chandu@go-mmt.com,Coorg,7,2022-07-12,2,3,72.0,72,72,49486.02,41937.29966101695,24
1000002988,Abad Green Forest,vikram.challur,Rohith.Thampi@go-mmt.com,Thekkady,6,2022-06-18,4,5,250.0,250,250,19347.56,16015.21254237288,24
1000005368,Miramar Residency,vikram.challur,anamika.verma,Goa,6,2022-06-03,3,13,780.0,780,780,41228.2,33865.352542372886,14
1000019398,Paradise Isle Beach Resort,ajay.madhusudan,pavan.desai,Udupi,6,2022-06-18,3,3,225.0,225,225,24214.960000000003,20411.0193220339,24
1000008695,Bandipur Safari Lodge by Jungle Lodges,ajay.madhusudan,ankit.anish@go-mmt.com,Bandipur,6,2022-06-28,1,1,26.0,26,26,25686.24,22421.03661016949,24
1000116081,Niraamaya Retreats Cardamom Club,vikram.challur,Vaibhav.Gupta2@go-mmt.com,Thekkady,7,2022-07-01,1,1,20.0,20,20,9912.0,8400.0,24
1000192530,"MPT Wind N Waves Cottages, Bhopal",vikram.challur,faraz.shaikh,Bhopal,6,2022-06-16,1,1,0.0,1,1,3921.12,3395.9674576271186,14
1000002375,Muscatel  Yavachi,sourav.dutta,sahil.chawla2@go-mmt.com,Gangtok,6,2022-06-02,1,1,23.0,23,23,5103.0,4191.745762711864,24
1000045374,KSTDC Hotel Mayura Shantala Halebeedu,ajay.madhusudan,ingo_supply_manager@go-mmt.com,Sakleshpur,6,2022-06-17,1,2,10.0,10,10,5373.76,4414.158305084746,24
1000334333,The Orchid Shimla,vikram.challur,parth.desai_mmt7586,Shimla,6,2022-06-15,3,7,0.0,7,4,65811.21,54382.19305084746,24
1000346974,VITS Select Daman,vikram.challur,parth.desai_mmt7586,Daman,6,2022-06-29,2,2,0.0,2,2,4147.48,3406.852881355932,24
1000011623,The Roseate,vikas.sharma,rittika.kathpalia,Delhi,6,2022-06-25,4,4,200.0,200,200,54611.880000000005,46281.25288135593,24
1000134691,KTDC Tamarind Changanacherry,dinesh.babu,ajith.antony,Kottayam,6,2022-06-08,1,1,2.0,2,2,990.0,841.5,24
1000001870,Regency Madurai by GRT Hotels,vikram.challur,Ponnuvelraj.C@go-mmt.com,Madurai,7,2022-07-11,2,5,270.0,270,270,32760.0,27819.0,24
1000002186,The Windflower Resorts & Spa,vikram.challur,Vaibhav.Gupta2@go-mmt.com,Coorg,7,2022-07-11,3,3,198.0,198,198,55648.8,47008.8,24
1000001870,Regency Madurai by GRT Hotels,vikram.challur,Ponnuvelraj.C@go-mmt.com,Madurai,6,2022-06-26,1,2,180.0,180,180,8721.0,7344.0,14
1000046318,Summit By The Ganges Beach Resort & Spa,vikas.sharma,ingo_supply_manager@go-mmt.com,Rishikesh,6,2022-06-04,1,1,21.0,21,21,10587.67,8972.60220338983,14
1000000379,Country Inn - Bhimtal,vikas.sharma,ankur.chamoli,Bhimtal,6,2022-06-20,7,17,840.0,840,840,148576.22999999998,122770.51813559321,24
1000336010,Meritas Treeo,vikram.challur,vinesh.redkar,Lonavala,6,2022-06-07,2,2,0.0,2,2,9454.21,8195.438813559322,24
1000000102,Hotel Bawa Regency,vikram.challur,parth.desai_mmt7586,Mumbai,6,2022-06-05,1,1,31.0,31,31,5600.0,4700.0,24
1000001870,Regency Madurai by GRT Hotels,vikram.challur,Ponnuvelraj.C@go-mmt.com,Madurai,6,2022-06-09,3,4,270.0,270,270,25365.0,21520.194915254237,24
1000355674,Mount Amara Hotel & Spa,vikas.sharma,sahil.chawla2@go-mmt.com,Siliguri,6,2022-06-04,6,11,0.0,11,8,21545.27,17895.99033898305,14
1000001829,Bolgatty Island Resort (KTDC),dinesh.babu,ajith.antony,Cochin,7,2022-07-13,2,3,174.0,174,174,13487.04,11106.54,14
1000355674,Mount Amara Hotel & Spa,vikas.sharma,sahil.chawla2@go-mmt.com,Siliguri,7,2022-07-13,3,3,0.0,3,3,4846.07,3980.705593220339,14
1000058650,"MPT Shipra Residency, Ujjain",vikram.challur,faraz.shaikh,Ujjain,6,2022-06-11,2,3,,3,2,17814.92,15428.85220338983,14
1000068930,Lotus A Eco Beach Resort,vikram.challur,parth.desai_mmt7586,Dapoli,7,2022-07-05,1,4,80.0,80,80,24439.58,20511.80033898305,24
1000011141,Hotel Tara (Ramoji Film City),vikram.challur,Subhankar.Mazumdar@go-mmt.com,Hyderabad,6,2022-06-11,2,4,378.0,378,378,33490.68,28272.11220338983,24
1000045374,KSTDC Hotel Mayura Shantala Halebeedu,ajay.madhusudan,ingo_supply_manager@go-mmt.com,Sakleshpur,6,2022-06-27,1,1,10.0,10,10,3134.88,2575.0833898305086,14
1000014258,Samode Haveli,vikas.sharma,divya.francis,Jaipur,6,2022-06-25,1,4,78.0,78,78,57584.0,47824.0,24
1000005142,Le Roi Corbett,vikas.sharma,ankur.chamoli,Corbett,6,2022-06-22,1,4,24.0,24,24,20731.32,17399.506440677964,14
1000001876,Resort Rio,vikram.challur,vinesh.redkar,Goa,6,2022-06-29,2,2,460.0,460,460,22637.940000000002,19378.07559322034,24
1000001128,VITS Bhubaneswar,vikram.challur,parth.desai_mmt7586,Bhubaneswar,6,2022-06-01,2,2,128.0,128,128,10041.400000000001,8427.603389830509,24
1000004702,Jain Group The Sikkim Continental,sourav.dutta,sahil.chawla2@go-mmt.com,Gangtok,7,2022-07-01,1,3,69.0,69,69,2754.0,2258.2796610169494,24
1000001876,Resort Rio,vikram.challur,vinesh.redkar,Goa,6,2022-06-16,1,1,230.0,230,230,10309.23,8824.696101694915,14
1000002375,Muscatel  Yavachi,sourav.dutta,sahil.chawla2@go-mmt.com,Gangtok,6,2022-06-19,2,6,138.0,138,138,14288.4,11736.9,14
1000394704,Octave Parkland Suites,vikram.challur,prajay.vyas,Nagpur,6,2022-06-01,1,2,0.0,2,2,3332.0,2737.0,14
1000060692,"MPT Malwa Retreat, Mandu",vikram.challur,faraz.shaikh,Mandu,6,2022-06-21,2,3,,3,2,9426.48,8164.005423728814,14
1000266334,Cygnett Style Tania's,vikas.sharma,sahil.chawla2@go-mmt.com,Siliguri,7,2022-07-03,2,3,0.0,3,3,12432.0,10434.0,14
1000334333,The Orchid Shimla,vikram.challur,parth.desai_mmt7586,Shimla,7,2022-07-11,1,1,0.0,1,1,11947.97,9922.893728813558,24
1000266334,Cygnett Style Tania's,vikas.sharma,sahil.chawla2@go-mmt.com,Siliguri,6,2022-06-16,2,4,0.0,4,2,15456.0,12972.0,24
1000327243,Dewdrop Shankh,himmat.shekhawat,ingo_supply_manager@go-mmt.com,Amritsar,7,2022-07-01,1,1,0.0,1,1,1970.64,1618.7416949152544,24
1000008159,Shiv Niwas Palace by HRH Group of Hotels,vikas.sharma,divya.francis,Udaipur,6,2022-06-19,1,3,108.0,108,108,30267.0,25650.0,24
1000001850,KTDC Tea County,dinesh.babu,ajith.antony,Munnar,6,2022-06-21,6,15,871.0,871,871,77727.99999999999,61765.99152542373,24
1000169715,Mayfair Himalayan Spa Resort,vikas.sharma,sahil.chawla2@go-mmt.com,Kalimpong,6,2022-06-17,4,9,0.0,9,8,116820.0,99466.77966101695,24
1000001835,Mascot Hotel (KTDC),dinesh.babu,ajith.antony,Thiruvananthapuram,6,2022-06-18,1,1,66.0,66,66,3900.96,3099.866779661017,24
1000150924,Cygnett Park Di- Arch,vikas.sharma,ravindra.shekhawat,Lucknow,7,2022-07-07,2,2,180.0,180,180,6944.0,5828.0,14
1000114591,Udaan Woodberry Hotel & Spa,vikas.sharma,sahil.chawla2@go-mmt.com,Gangtok,6,2022-06-12,2,3,132.0,132,132,9800.0,7787.5,24
1000001850,KTDC Tea County,dinesh.babu,ajith.antony,Munnar,7,2022-07-03,7,33,1273.0,1273,1273,218828.87999999998,176287.77830508474,24
1000091644,7 APPLE HOTEL,tahir.khatri,ingo_supply_manager@go-mmt.com,Aurangabad,7,2022-07-03,1,1,85.0,85,85,2973.6,2495.701694915254,14
1000001128,VITS Bhubaneswar,vikram.challur,parth.desai_mmt7586,Bhubaneswar,7,2022-07-03,2,3,128.0,128,128,10564.92,8866.979322033898,14
1000001850,KTDC Tea County,dinesh.babu,ajith.antony,Munnar,6,2022-06-24,2,4,268.0,268,268,27578.88,21915.354576271184,14
1000001128,VITS Bhubaneswar,vikram.challur,parth.desai_mmt7586,Bhubaneswar,6,2022-06-26,1,1,64.0,64,64,5075.74,4260.002711864407,24
1000005142,Le Roi Corbett,vikas.sharma,ankur.chamoli,Corbett,6,2022-06-08,5,8,144.0,144,144,51843.36,43669.45322033898,14
